w_word1,w_word2,w_corrAns,w_category,word1,word2,corrAns,category,w_hword1,w_hword2,w_hcorrAns,w_hcategory,hword1,hword2,hcorrAns,hcategory,enwarmuptrials.thisRepN,enwarmuptrials.thisTrialN,enwarmuptrials.thisN,enwarmuptrials.thisIndex,en_trials.thisRepN,en_trials.thisTrialN,en_trials.thisN,en_trials.thisIndex,hiwarmuptrials.thisRepN,hiwarmuptrials.thisTrialN,hiwarmuptrials.thisN,hiwarmuptrials.thisIndex,hi_trials.thisRepN,hi_trials.thisTrialN,hi_trials.thisN,hi_trials.thisIndex,eninstrstim.started,eninstrstim.stopped,enkbinstr.keys,enkbinstr.corr,enkbinstr.rt,enkbinstr.started,enkbinstr.stopped,enwarmupw1.started,enwarmupw1.stopped,enwarmupw2.started,enwarmupw2.stopped,enwarmupkb.keys,enwarmupkb.corr,enwarmupkb.rt,enwarmupkb.started,enwarmupkb.stopped,restresp.keys,restresp.started,restresp.stopped,startexpprompt.started,startexpprompt.stopped,startexpkbresp.keys,startexpkbresp.rt,startexpkbresp.started,startexpkbresp.stopped,entrialw1.started,entrialw1.stopped,entrialw2.started,entrialw2.stopped,enkbresp.keys,enkbresp.corr,enkbresp.rt,enkbresp.started,enkbresp.stopped,hiinstrstim.started,hiinstrstim.stopped,hikbinstr.keys,hikbinstr.corr,hikbinstr.rt,hikbinstr.started,hikbinstr.stopped,hiwarmupw1.started,hiwarmupw1.stopped,hiwarmupw2.started,hiwarmupw2.stopped,hiwarmupkb.keys,hiwarmupkb.corr,hiwarmupkb.rt,hiwarmupkb.started,hiwarmupkb.stopped,hitrialw1.started,hitrialw1.stopped,hitrialw2.started,hitrialw2.stopped,hikbresp.keys,hikbresp.corr,hikbresp.rt,hikbresp.started,hikbresp.stopped,restresp.rt,hiskill.text,hiskill.started,hiskill.stopped,hirespskill.keys,hirespskill.rt,hirespskill.started,hirespskill.stopped,enskill_2.text,enskill_2.started,enskill_2.stopped,enrespskill_2.keys,enrespskill_2.rt,enrespskill_2.started,enrespskill_2.stopped,thankstext.started,thankstext.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.38779060600791,None,right,0,22.19429401200614,97.38779060600791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
whistle,england,right,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,119.59491681400687,None,119.59491681400687,None,right,1,9.412840234013856,119.59491681400687,None,None,129.00953328701144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
fite,crack,left,4,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,129.52114688399888,None,129.52114688399888,None,right,0,3.567347815987887,129.52114688399888,None,None,133.08986684700358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
mick,lofy,left,3,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,133.59313388699957,None,133.59313388699957,None,right,0,3.1841436399990926,133.59313388699957,None,None,136.77869149000617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
ash,ashtray,right,1,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,137.28120589299942,None,137.28120589299942,None,right,1,1.5050762680039043,137.28120589299942,None,None,138.7876725620008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
sun,cepy,left,5,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,139.29028260300402,None,139.29028260300402,None,left,1,2.8132419280009344,139.29028260300402,None,None,142.10490688300342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.605822729005,None,right,5.0470723530015675,142.605822729005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,147.65371543400397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,perform,average,right,2,,,,,,,,,,,,,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,None,153.81770563100872,None,,,,,,,148.18483992500114,None,148.18483992500114,None,right,1,5.630917774004047,148.18483992500114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,suggest,ballet,right,2,,,,,,,,,,,,,0,1,1,26,,,,,,,,,,,,,,,,,,,,,,,,,None,155.28399673700915,None,,,,,,,154.3321942800103,None,154.3321942800103,None,right,1,0.9503762029926293,154.3321942800103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,mgstachi,forest,left,4,,,,,,,,,,,,,0,2,2,74,,,,,,,,,,,,,,,,,,,,,,,,,None,157.19320356500975,None,,,,,,,155.78737738000927,None,155.78737738000927,None,left,1,1.4043580569996266,155.78737738000927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,uneven,dival,left,5,,,,,,,,,,,,,0,3,3,55,,,,,,,,,,,,,,,,,,,,,,,,,None,160.96999300800962,None,,,,,,,157.69655772400438,None,157.69655772400438,None,left,1,3.2719906860002084,157.69655772400438,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,busg,data,left,4,,,,,,,,,,,,,0,4,4,78,,,,,,,,,,,,,,,,,,,,,,,,,None,162.64898812300817,None,,,,,,,161.47276778001105,None,161.47276778001105,None,left,1,1.1747552860033466,161.47276778001105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,disallow,beat,right,2,,,,,,,,,,,,,0,5,5,29,,,,,,,,,,,,,,,,,,,,,,,,,None,164.16823285901046,None,,,,,,,163.15211386700685,None,163.15211386700685,None,right,1,1.0146597209968604,163.15211386700685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,cowtnet,freedom,left,4,,,,,,,,,,,,,0,6,6,69,,,,,,,,,,,,,,,,,,,,,,,,,None,166.80047618701064,None,,,,,,,164.67168585500622,None,164.67168585500622,None,left,1,2.1270591870124917,164.67168585500622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,adorable,bckpwck,left,5,,,,,,,,,,,,,0,7,7,59,,,,,,,,,,,,,,,,,,,,,,,,,None,168.37033706701186,None,,,,,,,167.30361807900772,None,167.30361807900772,None,left,1,1.0652793750050478,167.30361807900772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,tumor,cancer,right,1,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,None,169.70064976401045,None,,,,,,,168.87367884900596,None,168.87367884900596,None,right,1,0.8255179709958611,168.87367884900596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,policeman,cop,right,1,,,,,,,,,,,,,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,,None,173.49857993600017,None,,,,,,,170.20372767100343,None,170.20372767100343,None,right,1,3.293406747005065,170.20372767100343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,sister,brother,right,1,,,,,,,,,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,None,176.8053859960055,None,,,,,,,174.0020451770106,None,174.0020451770106,None,right,1,2.801918596000178,174.0020451770106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,busy,bored,right,1,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,None,177.95068578601058,None,,,,,,,177.30878815100004,None,177.30878815100004,None,right,1,0.6404463929939084,177.30878815100004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,udvirb,prew,left,3,,,,,,,,,,,,,0,12,12,47,,,,,,,,,,,,,,,,,,,,,,,,,None,182.92350265700952,None,,,,,,,178.4539071199979,None,178.4539071199979,None,left,1,4.467874875001144,178.4539071199979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ballet,fgor,left,5,,,,,,,,,,,,,0,13,13,60,,,,,,,,,,,,,,,,,,,,,,,,,None,184.1780457910063,None,,,,,,,183.42653908100328,None,183.42653908100328,None,left,1,0.7500466680066893,183.42653908100328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ocbohus,bitch,left,4,,,,,,,,,,,,,0,14,14,72,,,,,,,,,,,,,,,,,,,,,,,,,None,185.7371873210068,None,,,,,,,184.68141792500683,None,184.68141792500683,None,left,1,1.054287845006911,184.68141792500683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,kitchen,cook,right,1,,,,,,,,,,,,,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,,None,187.01442005400895,None,,,,,,,186.24076544299896,None,186.24076544299896,None,right,1,0.771932237999863,186.24076544299896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,dasewn,ufraca,left,3,,,,,,,,,,,,,0,16,16,43,,,,,,,,,,,,,,,,,,,,,,,,,None,188.56292001000838,None,,,,,,,187.51788912899792,None,187.51788912899792,None,left,1,1.0435618729970884,187.51788912899792,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,explanation,answer,right,1,,,,,,,,,,,,,0,17,17,3,,,,,,,,,,,,,,,,,,,,,,,,,None,190.08412409501034,None,,,,,,,189.06664341400028,None,189.06664341400028,None,right,1,1.0160000259929802,189.06664341400028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,contract,bar,right,2,,,,,,,,,,,,,0,18,18,27,,,,,,,,,,,,,,,,,,,,,,,,,None,191.7211805179977,None,,,,,,,190.58762503501202,None,190.58762503501202,None,right,1,1.1320694370078854,190.58762503501202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,quantity,beautiful,right,2,,,,,,,,,,,,,0,19,19,30,,,,,,,,,,,,,,,,,,,,,,,,,None,192.98596117499983,None,,,,,,,192.23574019900116,None,192.23574019900116,None,right,1,0.7487342259992147,192.23574019900116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,valuable,devil,right,2,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,None,194.49569812600384,None,,,,,,,193.489327082003,None,193.489327082003,None,right,1,1.0048867980076466,193.489327082003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,snuggle,atnton,left,5,,,,,,,,,,,,,0,21,21,56,,,,,,,,,,,,,,,,,,,,,,,,,None,195.65417966700625,None,,,,,,,194.99893958499888,None,194.99893958499888,None,left,1,0.653768926000339,194.99893958499888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,antidote,averake,left,5,,,,,,,,,,,,,0,22,22,58,,,,,,,,,,,,,,,,,,,,,,,,,None,197.37278564200096,None,,,,,,,196.157809301003,None,196.157809301003,None,right,0,1.213120959000662,196.157809301003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,suggeyf,biurd,left,3,,,,,,,,,,,,,0,23,23,48,,,,,,,,,,,,,,,,,,,,,,,,,None,200.0903411120089,None,,,,,,,197.87623012599943,None,197.87623012599943,None,left,1,2.212641796009848,197.87623012599943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ltbster,lecter,left,3,,,,,,,,,,,,,0,24,24,41,,,,,,,,,,,,,,,,,,,,,,,,,None,201.8912154090067,None,,,,,,,200.59345159200893,None,200.59345159200893,None,left,1,1.296003474999452,200.59345159200893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,disagreement,blanket,right,2,,,,,,,,,,,,,0,25,25,36,,,,,,,,,,,,,,,,,,,,,,,,,None,203.20008823100943,None,,,,,,,202.39429134500097,None,202.39429134500097,None,right,1,0.8042753279878525,202.39429134500097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,actress,actor,right,1,,,,,,,,,,,,,0,26,26,0,,,,,,,,,,,,,,,,,,,,,,,,,None,204.6376911240077,None,,,,,,,203.70366029199795,None,203.70366029199795,None,right,1,0.9323107300006086,203.70366029199795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,valuabzr,additkos,left,3,,,,,,,,,,,,,0,27,27,42,,,,,,,,,,,,,,,,,,,,,,,,,None,206.03084496701194,None,,,,,,,205.14749635801127,None,205.14749635801127,None,left,1,0.8818638910015579,205.14749635801127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,caklqblower,fashion,left,4,,,,,,,,,,,,,0,28,28,79,,,,,,,,,,,,,,,,,,,,,,,,,None,207.41770546601037,None,,,,,,,206.53432131301088,None,206.53432131301088,None,left,1,0.8818763279996347,206.53432131301088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,bow,arrow,right,1,,,,,,,,,,,,,0,29,29,5,,,,,,,,,,,,,,,,,,,,,,,,,None,208.5597052110097,None,,,,,,,207.92072840200854,None,207.92072840200854,None,right,1,0.6372873579966836,207.92072840200854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,awbxenems,belvem,left,3,,,,,,,,,,,,,0,30,30,50,,,,,,,,,,,,,,,,,,,,,,,,,None,210.49344440001005,None,,,,,,,209.06330920700566,None,209.06330920700566,None,left,1,1.4286199170019245,209.06330920700566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,poldcemps,uccipt,left,3,,,,,,,,,,,,,0,31,31,40,,,,,,,,,,,,,,,,,,,,,,,,,None,212.03162997000618,None,,,,,,,210.9968322640052,None,210.9968322640052,None,left,1,1.0332715249969624,210.9968322640052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ucter,arks,left,3,,,,,,,,,,,,,0,32,32,46,,,,,,,,,,,,,,,,,,,,,,,,,None,213.34457324800314,None,,,,,,,212.53521483299846,None,212.53521483299846,None,left,1,0.8078446940053254,212.53521483299846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,exdlavstion,cloth,left,4,,,,,,,,,,,,,0,33,33,71,,,,,,,,,,,,,,,,,,,,,,,,,None,214.82655155700922,None,,,,,,,213.8481027890084,None,213.8481027890084,None,left,1,0.9769276400038507,213.8481027890084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,imhge,eyes,left,4,,,,,,,,,,,,,0,34,34,75,,,,,,,,,,,,,,,,,,,,,,,,,None,216.4005587290012,None,,,,,,,215.33015829900978,None,215.33015829900978,None,left,1,1.068626429012511,215.33015829900978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,disbhvmeve,destroy,left,4,,,,,,,,,,,,,0,35,35,76,,,,,,,,,,,,,,,,,,,,,,,,,None,218.2577083990036,None,,,,,,,216.90390652000497,None,216.90390652000497,None,left,1,1.3522776550089475,216.90390652000497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ash,blue,right,2,,,,,,,,,,,,,0,36,36,38,,,,,,,,,,,,,,,,,,,,,,,,,None,219.74753981200047,None,,,,,,,218.76071788099944,None,218.76071788099944,None,right,1,0.9852995959954569,218.76071788099944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
